Event_Year;Event_Name;Runner_Gender;Runner_Age;AG;Running_Time_sec;Running_Time_min;Speed_km_h
2006;Hallwilerseelauf;Male;38;M35;6260;104.33;12.13
2006;Hallwilerseelauf;Male;48;M45;6260;104.33;12.13
2004;Hallwilerseelauf;Male;63;M60;6260;104.33;12.13
2005;Hallwilerseelauf;Male;38;M35;6261;104.35;12.13
2019;Hallwilerseelauf;Male;46;M45;6261;104.35;12.13
2007;Hallwilerseelauf;Male;42;M40;6261;104.35;12.13
2012;Hallwilerseelauf;Male;55;M55;6261;104.35;12.13
2019;Hallwilerseelauf;Male;57;M55;6261;104.35;12.13
2010;Hallwilerseelauf;Male;49;M45;6261;104.35;12.13
2014;Hallwilerseelauf;Male;33;M30;6261;104.35;12.13
2008;Hallwilerseelauf;Male;40;M40;6261;104.35;12.13
2014;Hallwilerseelauf;Male;54;M50;6261;104.35;12.13
2017;Hallwilerseelauf;Male;38;M35;6261;104.35;12.13
2008;Hallwilerseelauf;Male;48;M45;6261;104.35;12.13
2009;Hallwilerseelauf;Male;34;M30;6261;104.35;12.13
2019;Hallwilerseelauf;Male;48;M45;6261;104.35;12.13
2017;Hallwilerseelauf;Male;55;M55;6261;104.35;12.13
2005;Hallwilerseelauf;Male;46;M45;6261;104.35;12.13
2018;Hallwilerseelauf;Male;30;M30;6261;104.35;12.13
2013;Hallwilerseelauf;Male;67;M65;6261;104.35;12.13
2006;Hallwilerseelauf;Male;28;M25;6262;104.37;12.13
2017;Hallwilerseelauf;Male;31;M30;6262;104.37;12.13
2014;Hallwilerseelauf;Male;41;M40;6262;104.37;12.13
2010;Hallwilerseelauf;Male;45;M45;6262;104.37;12.13
2007;Hallwilerseelauf;Male;47;M45;6262;104.37;12.13
2016;Hallwilerseelauf;Male;28;M25;6262;104.37;12.13
2010;Hallwilerseelauf;Male;35;M35;6262;104.37;12.13
1999;Hallwilerseelauf;Male;37;M35;6262;104.37;12.13
2015;Hallwilerseelauf;Male;39;M35;6262;104.37;12.13
2011;Hallwilerseelauf;Male;33;M30;6262;104.37;12.13
2018;Hallwilerseelauf;Male;35;M35;6262;104.37;12.13
2019;Hallwilerseelauf;Male;30;M30;6262;104.37;12.13
2018;Hallwilerseelauf;Male;35;M35;6262;104.37;12.13
2011;Hallwilerseelauf;Male;40;M40;6262;104.37;12.13
2003;Hallwilerseelauf;Male;37;M35;6262;104.37;12.13
1999;Hallwilerseelauf;Male;40;M40;6262;104.37;12.13
2006;Hallwilerseelauf;Male;49;M45;6262;104.37;12.13
2001;Hallwilerseelauf;Male;56;M55;6262;104.37;12.13
2006;Hallwilerseelauf;Male;30;M30;6262;104.37;12.13
2013;Hallwilerseelauf;Male;37;M35;6262;104.37;12.13
2002;Hallwilerseelauf;Male;57;M55;6262;104.37;12.13
2012;Hallwilerseelauf;Male;40;M40;6262;104.37;12.13
2005;Hallwilerseelauf;Male;51;M50;6262;104.37;12.13
2009;Hallwilerseelauf;Male;47;M45;6263;104.38;12.13
2010;Hallwilerseelauf;Male;48;M45;6263;104.38;12.13
2014;Hallwilerseelauf;Male;53;M50;6263;104.38;12.13
2019;Hallwilerseelauf;Male;59;M55;6263;104.38;12.13
2010;Hallwilerseelauf;Male;29;M25;6263;104.38;12.13
2010;Hallwilerseelauf;Male;31;M30;6263;104.38;12.13
2015;Hallwilerseelauf;Male;30;M30;6263;104.38;12.13
2018;Hallwilerseelauf;Male;36;M35;6263;104.38;12.13
2010;Hallwilerseelauf;Male;58;M55;6263;104.38;12.13
1999;Hallwilerseelauf;Male;29;M25;6263;104.38;12.13
2001;Hallwilerseelauf;Male;38;M35;6263;104.38;12.13
2007;Hallwilerseelauf;Male;37;M35;6263;104.38;12.13
2009;Hallwilerseelauf;Male;37;M35;6263;104.38;12.13
2017;Hallwilerseelauf;Male;52;M50;6263;104.38;12.13
2000;Hallwilerseelauf;Male;47;M45;6263;104.38;12.13
2018;Hallwilerseelauf;Male;36;M35;6263;104.38;12.13
2007;Hallwilerseelauf;Male;58;M55;6263;104.38;12.13
2009;Hallwilerseelauf;Male;44;M40;6263;104.38;12.13
2014;Hallwilerseelauf;Male;48;M45;6263;104.38;12.13
2008;Hallwilerseelauf;Male;32;M30;6264;104.4;12.13
2007;Hallwilerseelauf;Male;40;M40;6264;104.4;12.13
2001;Hallwilerseelauf;Male;44;M40;6264;104.4;12.13
2013;Hallwilerseelauf;Male;47;M45;6264;104.4;12.13
2015;Hallwilerseelauf;Male;31;M30;6264;104.4;12.13
2019;Hallwilerseelauf;Male;29;M25;6264;104.4;12.13
2014;Hallwilerseelauf;Male;30;M30;6264;104.4;12.13
2003;Hallwilerseelauf;Male;48;M45;6264;104.4;12.13
2009;Hallwilerseelauf;Male;48;M45;6264;104.4;12.13
2011;Hallwilerseelauf;Male;49;M45;6264;104.4;12.13
2009;Hallwilerseelauf;Male;29;M25;6264;104.4;12.13
2009;Hallwilerseelauf;Male;38;M35;6264;104.4;12.13
2016;Hallwilerseelauf;Male;40;M40;6264;104.4;12.13
2013;Hallwilerseelauf;Male;31;M30;6264;104.4;12.13
2002;Hallwilerseelauf;Male;32;M30;6264;104.4;12.13
2006;Hallwilerseelauf;Male;36;M35;6264;104.4;12.13
2011;Hallwilerseelauf;Male;43;M40;6264;104.4;12.12
2016;Hallwilerseelauf;Male;39;M35;6264;104.4;12.12
2008;Hallwilerseelauf;Male;34;M30;6265;104.42;12.12
2014;Hallwilerseelauf;Male;31;M30;6265;104.42;12.12
2013;Hallwilerseelauf;Male;51;M50;6265;104.42;12.12
2000;Hallwilerseelauf;Male;30;M30;6265;104.42;12.12
2010;Hallwilerseelauf;Male;32;M30;6265;104.42;12.12
2003;Hallwilerseelauf;Male;35;M35;6265;104.42;12.12
2003;Hallwilerseelauf;Male;52;M50;6265;104.42;12.12
2013;Hallwilerseelauf;Male;18;M18;6265;104.42;12.12
2006;Hallwilerseelauf;Male;32;M30;6265;104.42;12.12
2010;Hallwilerseelauf;Male;34;M30;6265;104.42;12.12
2000;Hallwilerseelauf;Male;53;M50;6265;104.42;12.12
2012;Hallwilerseelauf;Male;44;M40;6265;104.42;12.12
2006;Hallwilerseelauf;Male;46;M45;6265;104.42;12.12
2009;Hallwilerseelauf;Male;50;M50;6265;104.42;12.12
2015;Hallwilerseelauf;Male;52;M50;6265;104.42;12.12
2014;Hallwilerseelauf;Male;61;M60;6265;104.42;12.12
2018;Hallwilerseelauf;Male;61;M60;6265;104.42;12.12
2001;Hallwilerseelauf;Male;32;M30;6266;104.43;12.12
2008;Hallwilerseelauf;Male;39;M35;6266;104.43;12.12
2003;Hallwilerseelauf;Male;29;M25;6266;104.43;12.12
2012;Hallwilerseelauf;Male;42;M40;6266;104.43;12.12
2009;Hallwilerseelauf;Male;48;M45;6266;104.43;12.12
2018;Hallwilerseelauf;Male;30;M30;6266;104.43;12.12
2013;Hallwilerseelauf;Male;36;M35;6266;104.43;12.12
2008;Hallwilerseelauf;Male;50;M50;6266;104.43;12.12
2002;Hallwilerseelauf;Male;55;M55;6266;104.43;12.12
2009;Hallwilerseelauf;Male;31;M30;6266;104.43;12.12
2008;Hallwilerseelauf;Male;41;M40;6266;104.43;12.12
1999;Hallwilerseelauf;Male;23;M20;6266;104.43;12.12
2013;Hallwilerseelauf;Male;29;M25;6266;104.43;12.12
2014;Hallwilerseelauf;Male;32;M30;6266;104.43;12.12
2007;Hallwilerseelauf;Male;47;M45;6266;104.43;12.12
2008;Hallwilerseelauf;Male;31;M30;6267;104.45;12.12
2011;Hallwilerseelauf;Male;32;M30;6267;104.45;12.12
2003;Hallwilerseelauf;Male;39;M35;6267;104.45;12.12
2019;Hallwilerseelauf;Male;39;M35;6267;104.45;12.12
2005;Hallwilerseelauf;Male;46;M45;6267;104.45;12.12
2014;Hallwilerseelauf;Male;46;M45;6267;104.45;12.12
2009;Hallwilerseelauf;Male;40;M40;6267;104.45;12.12
2002;Hallwilerseelauf;Male;35;M35;6267;104.45;12.12
2005;Hallwilerseelauf;Male;41;M40;6267;104.45;12.12
2011;Hallwilerseelauf;Male;55;M55;6267;104.45;12.12
2015;Hallwilerseelauf;Male;62;M60;6267;104.45;12.12
2016;Hallwilerseelauf;Male;54;M50;6267;104.45;12.12
2012;Hallwilerseelauf;Male;20;M20;6267;104.45;12.12
2013;Hallwilerseelauf;Male;29;M25;6267;104.45;12.12
2004;Hallwilerseelauf;Male;37;M35;6267;104.45;12.12
2006;Hallwilerseelauf;Male;37;M35;6267;104.45;12.12
2015;Hallwilerseelauf;Male;18;M18;6267;104.45;12.12
2019;Hallwilerseelauf;Male;30;M30;6267;104.45;12.12
2011;Hallwilerseelauf;Male;42;M40;6267;104.45;12.12
2008;Hallwilerseelauf;Male;39;M35;6268;104.47;12.12
2011;Hallwilerseelauf;Male;42;M40;6268;104.47;12.12
2015;Hallwilerseelauf;Male;54;M50;6268;104.47;12.12
2017;Hallwilerseelauf;Male;46;M45;6268;104.47;12.12
1999;Hallwilerseelauf;Male;30;M30;6268;104.47;12.12
2006;Hallwilerseelauf;Male;34;M30;6268;104.47;12.12
2008;Hallwilerseelauf;Male;47;M45;6268;104.47;12.12
2007;Hallwilerseelauf;Male;23;M20;6268;104.47;12.12
2006;Hallwilerseelauf;Male;40;M40;6268;104.47;12.12
2014;Hallwilerseelauf;Male;45;M45;6268;104.47;12.12
2001;Hallwilerseelauf;Male;20;M20;6268;104.47;12.12
2010;Hallwilerseelauf;Male;21;M20;6268;104.47;12.12
2008;Hallwilerseelauf;Male;27;M25;6268;104.47;12.12
2007;Hallwilerseelauf;Male;67;M65;6268;104.47;12.12
2004;Hallwilerseelauf;Male;54;M50;6268;104.47;12.12
2006;Hallwilerseelauf;Male;33;M30;6268;104.47;12.12
2010;Hallwilerseelauf;Male;39;M35;6268;104.47;12.12
2006;Hallwilerseelauf;Male;45;M45;6268;104.47;12.12
2003;Hallwilerseelauf;Male;47;M45;6268;104.47;12.12
2006;Hallwilerseelauf;Male;46;M45;6268;104.47;12.12
2018;Hallwilerseelauf;Male;42;M40;6268;104.47;12.12
1999;Hallwilerseelauf;Male;55;M55;6268;104.47;12.12
2010;Hallwilerseelauf;Male;28;M25;6269;104.48;12.12
2008;Hallwilerseelauf;Male;42;M40;6269;104.48;12.12
2003;Hallwilerseelauf;Male;44;M40;6269;104.48;12.12
2018;Hallwilerseelauf;Male;38;M35;6269;104.48;12.12
2011;Hallwilerseelauf;Male;43;M40;6269;104.48;12.12
2011;Hallwilerseelauf;Male;43;M40;6269;104.48;12.12
2017;Hallwilerseelauf;Male;46;M45;6269;104.48;12.12
2014;Hallwilerseelauf;Male;56;M55;6269;104.48;12.12
2018;Hallwilerseelauf;Male;25;M25;6269;104.48;12.12
2017;Hallwilerseelauf;Male;47;M45;6269;104.48;12.12
2008;Hallwilerseelauf;Male;64;M60;6269;104.48;12.12
2019;Hallwilerseelauf;Male;42;M40;6269;104.48;12.12
2015;Hallwilerseelauf;Male;49;M45;6269;104.48;12.12
2001;Hallwilerseelauf;Male;53;M50;6269;104.48;12.12
1999;Hallwilerseelauf;Male;34;M30;6269;104.48;12.12
2018;Hallwilerseelauf;Male;39;M35;6269;104.48;12.12
2016;Hallwilerseelauf;Male;43;M40;6269;104.48;12.12
2007;Hallwilerseelauf;Male;53;M50;6269;104.48;12.12
2007;Hallwilerseelauf;Male;49;M45;6269;104.48;12.12
2014;Hallwilerseelauf;Male;49;M45;6269;104.48;12.12
2017;Hallwilerseelauf;Male;52;M50;6269;104.48;12.12
2006;Hallwilerseelauf;Male;21;M20;6269;104.48;12.12
1999;Hallwilerseelauf;Male;61;M60;6269;104.48;12.12
2018;Hallwilerseelauf;Male;36;M35;6270;104.5;12.11
2001;Hallwilerseelauf;Male;44;M40;6270;104.5;12.11
2008;Hallwilerseelauf;Male;29;M25;6270;104.5;12.11
1999;Hallwilerseelauf;Male;33;M30;6270;104.5;12.11
2017;Hallwilerseelauf;Male;33;M30;6270;104.5;12.11
2005;Hallwilerseelauf;Male;52;M50;6270;104.5;12.11
2017;Hallwilerseelauf;Male;29;M25;6270;104.5;12.11
2019;Hallwilerseelauf;Male;32;M30;6270;104.5;12.11
2012;Hallwilerseelauf;Male;42;M40;6270;104.5;12.11
2017;Hallwilerseelauf;Male;33;M30;6270;104.5;12.11
2001;Hallwilerseelauf;Male;35;M35;6270;104.5;12.11
2013;Hallwilerseelauf;Male;38;M35;6270;104.5;12.11
1999;Hallwilerseelauf;Male;45;M45;6270;104.5;12.11
2008;Hallwilerseelauf;Male;46;M45;6270;104.5;12.11
2012;Hallwilerseelauf;Male;48;M45;6270;104.5;12.11
2013;Hallwilerseelauf;Male;44;M40;6270;104.5;12.11
2018;Hallwilerseelauf;Male;44;M40;6270;104.5;12.11
2014;Hallwilerseelauf;Male;51;M50;6270;104.5;12.11
2009;Hallwilerseelauf;Male;31;M30;6270;104.5;12.11
2013;Hallwilerseelauf;Male;35;M35;6270;104.5;12.11
2008;Hallwilerseelauf;Male;36;M35;6270;104.5;12.11
2014;Hallwilerseelauf;Male;46;M45;6270;104.5;12.11
2008;Hallwilerseelauf;Male;37;M35;6270;104.5;12.11
2005;Hallwilerseelauf;Male;49;M45;6270;104.5;12.11
2008;Hallwilerseelauf;Male;39;M35;6270;104.5;12.11
2009;Hallwilerseelauf;Male;47;M45;6270;104.5;12.11
2005;Hallwilerseelauf;Male;37;M35;6271;104.52;12.11
1999;Hallwilerseelauf;Male;41;M40;6271;104.52;12.11
2006;Hallwilerseelauf;Male;44;M40;6271;104.52;12.11
2010;Hallwilerseelauf;Male;31;M30;6271;104.52;12.11
2001;Hallwilerseelauf;Male;31;M30;6271;104.52;12.11
2017;Hallwilerseelauf;Male;43;M40;6271;104.52;12.11
2017;Hallwilerseelauf;Male;49;M45;6271;104.52;12.11
2009;Hallwilerseelauf;Male;37;M35;6271;104.52;12.11
2019;Hallwilerseelauf;Male;61;M60;6271;104.52;12.11
2014;Hallwilerseelauf;Male;33;M30;6271;104.52;12.11
2013;Hallwilerseelauf;Male;38;M35;6271;104.52;12.11
1999;Hallwilerseelauf;Male;40;M40;6271;104.52;12.11
2005;Hallwilerseelauf;Male;32;M30;6271;104.52;12.11
2019;Hallwilerseelauf;Male;44;M40;6271;104.52;12.11
2012;Hallwilerseelauf;Male;19;M18;6271;104.52;12.11
2010;Hallwilerseelauf;Male;30;M30;6271;104.52;12.11
2007;Hallwilerseelauf;Male;31;M30;6271;104.52;12.11
2000;Hallwilerseelauf;Male;36;M35;6271;104.52;12.11
2007;Hallwilerseelauf;Male;37;M35;6271;104.52;12.11
2004;Hallwilerseelauf;Male;54;M50;6272;104.53;12.11
2012;Hallwilerseelauf;Male;57;M55;6272;104.53;12.11
2018;Hallwilerseelauf;Male;30;M30;6272;104.53;12.11
1999;Hallwilerseelauf;Male;40;M40;6272;104.53;12.11
2005;Hallwilerseelauf;Male;37;M35;6272;104.53;12.11
2017;Hallwilerseelauf;Male;37;M35;6272;104.53;12.11
2003;Hallwilerseelauf;Male;36;M35;6272;104.53;12.11
2002;Hallwilerseelauf;Male;48;M45;6272;104.53;12.11
1999;Hallwilerseelauf;Male;41;M40;6272;104.53;12.11
2009;Hallwilerseelauf;Male;29;M25;6272;104.53;12.11
2006;Hallwilerseelauf;Male;52;M50;6272;104.53;12.11
2014;Hallwilerseelauf;Male;56;M55;6272;104.53;12.11
2006;Hallwilerseelauf;Male;34;M30;6273;104.55;12.11
2016;Hallwilerseelauf;Male;46;M45;6273;104.55;12.11
2008;Hallwilerseelauf;Male;49;M45;6273;104.55;12.11
2014;Hallwilerseelauf;Male;60;M60;6273;104.55;12.11
2017;Hallwilerseelauf;Male;33;M30;6273;104.55;12.11
1999;Hallwilerseelauf;Male;35;M35;6273;104.55;12.11
2006;Hallwilerseelauf;Male;47;M45;6273;104.55;12.11
1999;Hallwilerseelauf;Male;49;M45;6273;104.55;12.11
2009;Hallwilerseelauf;Male;46;M45;6273;104.55;12.11
2008;Hallwilerseelauf;Male;30;M30;6273;104.55;12.11
2012;Hallwilerseelauf;Male;32;M30;6273;104.55;12.11
2019;Hallwilerseelauf;Male;32;M30;6273;104.55;12.11
2009;Hallwilerseelauf;Male;57;M55;6273;104.55;12.11
2011;Hallwilerseelauf;Male;25;M25;6273;104.55;12.11
2011;Hallwilerseelauf;Male;38;M35;6273;104.55;12.11
2003;Hallwilerseelauf;Male;41;M40;6273;104.55;12.11
2011;Hallwilerseelauf;Male;47;M45;6273;104.55;12.11
2014;Hallwilerseelauf;Male;47;M45;6273;104.55;12.11
2011;Hallwilerseelauf;Male;54;M50;6273;104.55;12.11
2016;Hallwilerseelauf;Male;36;M35;6273;104.55;12.11
2014;Hallwilerseelauf;Male;58;M55;6273;104.55;12.11
2002;Hallwilerseelauf;Male;59;M55;6273;104.55;12.11
2007;Hallwilerseelauf;Male;36;M35;6273;104.55;12.11
2019;Hallwilerseelauf;Male;35;M35;6273;104.55;12.11
2015;Hallwilerseelauf;Male;39;M35;6273;104.55;12.11
1999;Hallwilerseelauf;Male;46;M45;6273;104.55;12.11
2004;Hallwilerseelauf;Male;47;M45;6273;104.55;12.11
2009;Hallwilerseelauf;Male;34;M30;6274;104.57;12.11
2009;Hallwilerseelauf;Male;37;M35;6274;104.57;12.11
2008;Hallwilerseelauf;Male;38;M35;6274;104.57;12.11
2014;Hallwilerseelauf;Male;41;M40;6274;104.57;12.11
2013;Hallwilerseelauf;Male;39;M35;6274;104.57;12.11
2016;Hallwilerseelauf;Male;45;M45;6274;104.57;12.11
2008;Hallwilerseelauf;Male;39;M35;6274;104.57;12.11
2011;Hallwilerseelauf;Male;44;M40;6274;104.57;12.11
2007;Hallwilerseelauf;Male;45;M45;6274;104.57;12.11
2009;Hallwilerseelauf;Male;53;M50;6274;104.57;12.11
2005;Hallwilerseelauf;Male;60;M60;6274;104.57;12.11
2017;Hallwilerseelauf;Male;18;M18;6274;104.57;12.11
2016;Hallwilerseelauf;Male;32;M30;6274;104.57;12.11
2019;Hallwilerseelauf;Male;32;M30;6274;104.57;12.11
2015;Hallwilerseelauf;Male;50;M50;6274;104.57;12.11
2015;Hallwilerseelauf;Male;34;M30;6274;104.57;12.11
2015;Hallwilerseelauf;Male;42;M40;6274;104.57;12.11
2010;Hallwilerseelauf;Male;36;M35;6274;104.57;12.11
2019;Hallwilerseelauf;Male;36;M35;6274;104.57;12.11
2014;Hallwilerseelauf;Male;60;M60;6274;104.57;12.11
2011;Hallwilerseelauf;Male;38;M35;6274;104.57;12.11
2004;Hallwilerseelauf;Male;39;M35;6274;104.57;12.11
2014;Hallwilerseelauf;Male;49;M45;6274;104.57;12.11
2013;Hallwilerseelauf;Male;35;M35;6274;104.57;12.11
2000;Hallwilerseelauf;Male;39;M35;6274;104.57;12.11
1999;Hallwilerseelauf;Male;40;M40;6274;104.57;12.11
2005;Hallwilerseelauf;Male;34;M30;6275;104.58;12.11
2008;Hallwilerseelauf;Male;51;M50;6275;104.58;12.11
2001;Hallwilerseelauf;Male;39;M35;6275;104.58;12.1
2009;Hallwilerseelauf;Male;37;M35;6275;104.58;12.1
2012;Hallwilerseelauf;Male;27;M25;6275;104.58;12.1
2018;Hallwilerseelauf;Male;52;M50;6275;104.58;12.1
2015;Hallwilerseelauf;Male;18;M18;6275;104.58;12.1
2007;Hallwilerseelauf;Male;35;M35;6275;104.58;12.1
2006;Hallwilerseelauf;Male;39;M35;6275;104.58;12.1
2011;Hallwilerseelauf;Male;23;M20;6275;104.58;12.1
2011;Hallwilerseelauf;Male;44;M40;6275;104.58;12.1
2016;Hallwilerseelauf;Male;48;M45;6275;104.58;12.1
2012;Hallwilerseelauf;Male;50;M50;6275;104.58;12.1
2019;Hallwilerseelauf;Male;32;M30;6275;104.58;12.1
2003;Hallwilerseelauf;Male;35;M35;6275;104.58;12.1
2006;Hallwilerseelauf;Male;40;M40;6275;104.58;12.1
2017;Hallwilerseelauf;Male;42;M40;6275;104.58;12.1
2014;Hallwilerseelauf;Male;50;M50;6275;104.58;12.1
2003;Hallwilerseelauf;Male;36;M35;6275;104.58;12.1
2004;Hallwilerseelauf;Male;36;M35;6276;104.6;12.1
2008;Hallwilerseelauf;Male;47;M45;6276;104.6;12.1
2015;Hallwilerseelauf;Male;33;M30;6276;104.6;12.1
2010;Hallwilerseelauf;Male;31;M30;6276;104.6;12.1
2014;Hallwilerseelauf;Male;42;M40;6276;104.6;12.1
2006;Hallwilerseelauf;Male;50;M50;6276;104.6;12.1
2017;Hallwilerseelauf;Male;29;M25;6276;104.6;12.1
2017;Hallwilerseelauf;Male;29;M25;6276;104.6;12.1
2015;Hallwilerseelauf;Male;48;M45;6276;104.6;12.1
2015;Hallwilerseelauf;Male;35;M35;6276;104.6;12.1
2003;Hallwilerseelauf;Male;36;M35;6276;104.6;12.1
2019;Hallwilerseelauf;Male;37;M35;6276;104.6;12.1
2011;Hallwilerseelauf;Male;48;M45;6276;104.6;12.1
2015;Hallwilerseelauf;Male;25;M25;6276;104.6;12.1
2004;Hallwilerseelauf;Male;31;M30;6276;104.6;12.1
2006;Hallwilerseelauf;Male;32;M30;6276;104.6;12.1
2003;Hallwilerseelauf;Male;41;M40;6276;104.6;12.1
2013;Hallwilerseelauf;Male;37;M35;6276;104.6;12.1
2019;Hallwilerseelauf;Male;37;M35;6276;104.6;12.1
2007;Hallwilerseelauf;Male;45;M45;6276;104.6;12.1
2017;Hallwilerseelauf;Male;38;M35;6277;104.62;12.1
2018;Hallwilerseelauf;Male;40;M40;6277;104.62;12.1
2000;Hallwilerseelauf;Male;55;M55;6277;104.62;12.1
2015;Hallwilerseelauf;Male;39;M35;6277;104.62;12.1
2011;Hallwilerseelauf;Male;51;M50;6277;104.62;12.1
2010;Hallwilerseelauf;Male;23;M20;6277;104.62;12.1
2017;Hallwilerseelauf;Male;29;M25;6277;104.62;12.1
2013;Hallwilerseelauf;Male;43;M40;6277;104.62;12.1
2013;Hallwilerseelauf;Male;41;M40;6277;104.62;12.1
2015;Hallwilerseelauf;Male;29;M25;6277;104.62;12.1
2002;Hallwilerseelauf;Male;37;M35;6277;104.62;12.1
2007;Hallwilerseelauf;Male;55;M55;6277;104.62;12.1
2009;Hallwilerseelauf;Male;28;M25;6277;104.62;12.1
2019;Hallwilerseelauf;Male;36;M35;6277;104.62;12.1
2015;Hallwilerseelauf;Male;34;M30;6277;104.62;12.1
2012;Hallwilerseelauf;Male;41;M40;6277;104.62;12.1
2012;Hallwilerseelauf;Male;41;M40;6277;104.62;12.1
2012;Hallwilerseelauf;Male;43;M40;6277;104.62;12.1
2008;Hallwilerseelauf;Male;33;M30;6278;104.63;12.1
1999;Hallwilerseelauf;Male;37;M35;6278;104.63;12.1
2000;Hallwilerseelauf;Male;45;M45;6278;104.63;12.1
2002;Hallwilerseelauf;Male;26;M25;6278;104.63;12.1
2011;Hallwilerseelauf;Male;31;M30;6278;104.63;12.1
2012;Hallwilerseelauf;Male;33;M30;6278;104.63;12.1
2007;Hallwilerseelauf;Male;38;M35;6278;104.63;12.1
2019;Hallwilerseelauf;Male;51;M50;6278;104.63;12.1
2017;Hallwilerseelauf;Male;61;M60;6278;104.63;12.1
2007;Hallwilerseelauf;Male;51;M50;6278;104.63;12.1
2006;Hallwilerseelauf;Male;49;M45;6278;104.63;12.1
2012;Hallwilerseelauf;Male;22;M20;6278;104.63;12.1
2018;Hallwilerseelauf;Male;59;M55;6278;104.63;12.1
2013;Hallwilerseelauf;Male;26;M25;6278;104.63;12.1
2001;Hallwilerseelauf;Male;56;M55;6278;104.63;12.1
2013;Hallwilerseelauf;Male;64;M60;6278;104.63;12.1
2016;Hallwilerseelauf;Male;66;M65;6278;104.63;12.1
2003;Hallwilerseelauf;Male;24;M20;6278;104.63;12.1
2002;Hallwilerseelauf;Male;58;M55;6278;104.63;12.1
2012;Hallwilerseelauf;Male;28;M25;6278;104.63;12.1
2016;Hallwilerseelauf;Male;33;M30;6278;104.63;12.1
1999;Hallwilerseelauf;Male;39;M35;6278;104.63;12.1
2003;Hallwilerseelauf;Male;49;M45;6278;104.63;12.1
2011;Hallwilerseelauf;Male;60;M60;6278;104.63;12.1
2008;Hallwilerseelauf;Male;42;M40;6279;104.65;12.1
2019;Hallwilerseelauf;Male;49;M45;6279;104.65;12.1
2016;Hallwilerseelauf;Male;51;M50;6279;104.65;12.1
2003;Hallwilerseelauf;Male;43;M40;6279;104.65;12.1
2015;Hallwilerseelauf;Male;29;M25;6279;104.65;12.1
2004;Hallwilerseelauf;Male;33;M30;6279;104.65;12.1
2012;Hallwilerseelauf;Male;29;M25;6279;104.65;12.1
2009;Hallwilerseelauf;Male;30;M30;6279;104.65;12.1
2007;Hallwilerseelauf;Male;33;M30;6279;104.65;12.1
2004;Hallwilerseelauf;Male;59;M55;6279;104.65;12.1
2009;Hallwilerseelauf;Male;28;M25;6279;104.65;12.1
2014;Hallwilerseelauf;Male;49;M45;6279;104.65;12.1
2000;Hallwilerseelauf;Male;52;M50;6279;104.65;12.1
2013;Hallwilerseelauf;Male;31;M30;6279;104.65;12.1
2000;Hallwilerseelauf;Male;48;M45;6279;104.65;12.1
2014;Hallwilerseelauf;Male;54;M50;6279;104.65;12.1
2019;Hallwilerseelauf;Male;28;M25;6279;104.65;12.1
1999;Hallwilerseelauf;Male;56;M55;6279;104.65;12.1
2019;Hallwilerseelauf;Male;26;M25;6279;104.65;12.1
2002;Hallwilerseelauf;Male;33;M30;6279;104.65;12.1
2002;Hallwilerseelauf;Male;55;M55;6279;104.65;12.1
2016;Hallwilerseelauf;Male;47;M45;6279;104.65;12.1
2017;Hallwilerseelauf;Male;63;M60;6279;104.65;12.1
2007;Hallwilerseelauf;Male;37;M35;6280;104.67;12.1
2017;Hallwilerseelauf;Male;37;M35;6280;104.67;12.1
2004;Hallwilerseelauf;Male;44;M40;6280;104.67;12.1
2014;Hallwilerseelauf;Male;44;M40;6280;104.67;12.1
2008;Hallwilerseelauf;Male;54;M50;6280;104.67;12.1
2002;Hallwilerseelauf;Male;30;M30;6280;104.67;12.1
2003;Hallwilerseelauf;Male;36;M35;6280;104.67;12.1
2007;Hallwilerseelauf;Male;44;M40;6280;104.67;12.1
2007;Hallwilerseelauf;Male;50;M50;6280;104.67;12.1
2006;Hallwilerseelauf;Male;37;M35;6280;104.67;12.09
2008;Hallwilerseelauf;Male;48;M45;6280;104.67;12.09
1999;Hallwilerseelauf;Male;60;M60;6280;104.67;12.09
2010;Hallwilerseelauf;Male;34;M30;6280;104.67;12.09
2016;Hallwilerseelauf;Male;43;M40;6280;104.67;12.09
2004;Hallwilerseelauf;Male;54;M50;6280;104.67;12.09
2007;Hallwilerseelauf;Male;34;M30;6280;104.67;12.09
2007;Hallwilerseelauf;Male;39;M35;6280;104.67;12.09
2000;Hallwilerseelauf;Male;50;M50;6280;104.67;12.09
2017;Hallwilerseelauf;Male;51;M50;6280;104.67;12.09
2006;Hallwilerseelauf;Male;54;M50;6280;104.67;12.09
2009;Hallwilerseelauf;Male;39;M35;6280;104.67;12.09
2015;Hallwilerseelauf;Male;50;M50;6280;104.67;12.09
2005;Hallwilerseelauf;Male;64;M60;6280;104.67;12.09
2006;Hallwilerseelauf;Male;35;M35;6281;104.68;12.09
2017;Hallwilerseelauf;Male;42;M40;6281;104.68;12.09
2012;Hallwilerseelauf;Male;22;M20;6281;104.68;12.09
2019;Hallwilerseelauf;Male;50;M50;6281;104.68;12.09
2012;Hallwilerseelauf;Male;53;M50;6281;104.68;12.09
2008;Hallwilerseelauf;Male;43;M40;6281;104.68;12.09
2016;Hallwilerseelauf;Male;47;M45;6281;104.68;12.09
2001;Hallwilerseelauf;Male;35;M35;6281;104.68;12.09
2016;Hallwilerseelauf;Male;42;M40;6281;104.68;12.09
