Event_Year;Event_Name;Runner_Gender;Runner_Age;AG;Running_Time_sec;Running_Time_min;Speed_km_h
2012;Hallwilerseelauf;Male;45;M45;8102;135.03;9.38
2009;Hallwilerseelauf;Male;63;M60;8102;135.03;9.37
2015;Hallwilerseelauf;Male;69;M65;8102;135.03;9.37
2010;Hallwilerseelauf;Male;33;M30;8103;135.05;9.37
2009;Hallwilerseelauf;Male;37;M35;8103;135.05;9.37
2006;Hallwilerseelauf;Male;65;M65;8103;135.05;9.37
2018;Hallwilerseelauf;Male;63;M60;8103;135.05;9.37
2012;Hallwilerseelauf;Male;46;M45;8104;135.07;9.37
2009;Hallwilerseelauf;Male;56;M55;8104;135.07;9.37
1999;Hallwilerseelauf;Male;68;M65;8104;135.07;9.37
2000;Hallwilerseelauf;Male;38;M35;8105;135.08;9.37
2018;Hallwilerseelauf;Male;56;M55;8105;135.08;9.37
2010;Hallwilerseelauf;Male;40;M40;8105;135.08;9.37
2012;Hallwilerseelauf;Male;33;M30;8105;135.08;9.37
2004;Hallwilerseelauf;Male;51;M50;8105;135.08;9.37
2015;Hallwilerseelauf;Male;43;M40;8107;135.12;9.37
2009;Hallwilerseelauf;Male;47;M45;8107;135.12;9.37
2015;Hallwilerseelauf;Male;47;M45;8107;135.12;9.37
2001;Hallwilerseelauf;Male;54;M50;8107;135.12;9.37
2012;Hallwilerseelauf;Male;50;M50;8107;135.12;9.37
2014;Hallwilerseelauf;Male;31;M30;8108;135.13;9.37
2009;Hallwilerseelauf;Male;45;M45;8108;135.13;9.37
2019;Hallwilerseelauf;Male;49;M45;8108;135.13;9.37
2008;Hallwilerseelauf;Male;32;M30;8109;135.15;9.37
2017;Hallwilerseelauf;Male;48;M45;8109;135.15;9.37
2004;Hallwilerseelauf;Male;55;M55;8109;135.15;9.37
2019;Hallwilerseelauf;Male;64;M60;8109;135.15;9.37
2005;Hallwilerseelauf;Male;28;M25;8109;135.15;9.37
2009;Hallwilerseelauf;Male;45;M45;8109;135.15;9.37
2019;Hallwilerseelauf;Male;23;M20;8110;135.17;9.37
2019;Hallwilerseelauf;Male;27;M25;8110;135.17;9.37
2009;Hallwilerseelauf;Male;47;M45;8110;135.17;9.37
2011;Hallwilerseelauf;Male;43;M40;8110;135.17;9.37
2009;Hallwilerseelauf;Male;64;M60;8110;135.17;9.37
2017;Hallwilerseelauf;Male;49;M45;8111;135.18;9.36
2014;Hallwilerseelauf;Male;63;M60;8111;135.18;9.36
2014;Hallwilerseelauf;Male;41;M40;8111;135.18;9.36
2013;Hallwilerseelauf;Male;40;M40;8111;135.18;9.36
2007;Hallwilerseelauf;Male;44;M40;8111;135.18;9.36
2013;Hallwilerseelauf;Male;48;M45;8111;135.18;9.36
2006;Hallwilerseelauf;Male;58;M55;8112;135.2;9.36
2017;Hallwilerseelauf;Male;59;M55;8112;135.2;9.36
2017;Hallwilerseelauf;Male;65;M65;8112;135.2;9.36
2016;Hallwilerseelauf;Male;45;M45;8112;135.2;9.36
2017;Hallwilerseelauf;Male;39;M35;8113;135.22;9.36
2019;Hallwilerseelauf;Male;40;M40;8113;135.22;9.36
2018;Hallwilerseelauf;Male;43;M40;8113;135.22;9.36
2016;Hallwilerseelauf;Male;31;M30;8114;135.23;9.36
2003;Hallwilerseelauf;Male;40;M40;8114;135.23;9.36
2009;Hallwilerseelauf;Male;45;M45;8114;135.23;9.36
2013;Hallwilerseelauf;Male;31;M30;8114;135.23;9.36
2018;Hallwilerseelauf;Male;34;M30;8114;135.23;9.36
2004;Hallwilerseelauf;Male;64;M60;8115;135.25;9.36
2019;Hallwilerseelauf;Male;54;M50;8116;135.27;9.36
2015;Hallwilerseelauf;Male;39;M35;8117;135.28;9.36
2009;Hallwilerseelauf;Male;61;M60;8117;135.28;9.36
2010;Hallwilerseelauf;Male;48;M45;8117;135.28;9.36
2003;Hallwilerseelauf;Male;53;M50;8117;135.28;9.36
2009;Hallwilerseelauf;Male;31;M30;8117;135.28;9.36
2015;Hallwilerseelauf;Male;65;M65;8118;135.3;9.36
2007;Hallwilerseelauf;Male;41;M40;8119;135.32;9.36
2010;Hallwilerseelauf;Male;47;M45;8119;135.32;9.36
2003;Hallwilerseelauf;Male;56;M55;8119;135.32;9.36
2017;Hallwilerseelauf;Male;57;M55;8119;135.32;9.36
2006;Hallwilerseelauf;Male;36;M35;8119;135.32;9.36
2009;Hallwilerseelauf;Male;30;M30;8119;135.32;9.36
2006;Hallwilerseelauf;Male;36;M35;8119;135.32;9.36
2004;Hallwilerseelauf;Male;32;M30;8119;135.32;9.35
2014;Hallwilerseelauf;Male;49;M45;8120;135.33;9.35
2010;Hallwilerseelauf;Male;32;M30;8120;135.33;9.35
2004;Hallwilerseelauf;Male;32;M30;8121;135.35;9.35
2013;Hallwilerseelauf;Male;32;M30;8121;135.35;9.35
2010;Hallwilerseelauf;Male;60;M60;8121;135.35;9.35
2000;Hallwilerseelauf;Male;66;M65;8122;135.37;9.35
2008;Hallwilerseelauf;Male;40;M40;8122;135.37;9.35
2000;Hallwilerseelauf;Male;69;M65;8123;135.38;9.35
2018;Hallwilerseelauf;Male;51;M50;8124;135.4;9.35
2017;Hallwilerseelauf;Male;32;M30;8124;135.4;9.35
2003;Hallwilerseelauf;Male;30;M30;8125;135.42;9.35
2014;Hallwilerseelauf;Male;45;M45;8126;135.43;9.35
2012;Hallwilerseelauf;Male;76;M75;8126;135.43;9.35
2007;Hallwilerseelauf;Male;32;M30;8126;135.43;9.35
2007;Hallwilerseelauf;Male;23;M20;8128;135.47;9.35
2003;Hallwilerseelauf;Male;30;M30;8128;135.47;9.35
1999;Hallwilerseelauf;Male;58;M55;8129;135.48;9.34
2000;Hallwilerseelauf;Male;58;M55;8129;135.48;9.34
2013;Hallwilerseelauf;Male;60;M60;8129;135.48;9.34
2019;Hallwilerseelauf;Male;37;M35;8129;135.48;9.34
2003;Hallwilerseelauf;Male;56;M55;8130;135.5;9.34
2006;Hallwilerseelauf;Male;40;M40;8130;135.5;9.34
2018;Hallwilerseelauf;Male;48;M45;8131;135.52;9.34
2019;Hallwilerseelauf;Male;43;M40;8131;135.52;9.34
2019;Hallwilerseelauf;Male;51;M50;8131;135.52;9.34
2007;Hallwilerseelauf;Male;52;M50;8131;135.52;9.34
2014;Hallwilerseelauf;Male;49;M45;8132;135.53;9.34
2000;Hallwilerseelauf;Male;34;M30;8132;135.53;9.34
2008;Hallwilerseelauf;Male;34;M30;8133;135.55;9.34
2006;Hallwilerseelauf;Male;63;M60;8133;135.55;9.34
2001;Hallwilerseelauf;Male;45;M45;8133;135.55;9.34
2013;Hallwilerseelauf;Male;71;M70;8133;135.55;9.34
2015;Hallwilerseelauf;Male;19;M18;8133;135.55;9.34
2001;Hallwilerseelauf;Male;66;M65;8134;135.57;9.34
2013;Hallwilerseelauf;Male;25;M25;8134;135.57;9.34
2010;Hallwilerseelauf;Male;46;M45;8134;135.57;9.34
2008;Hallwilerseelauf;Male;26;M25;8135;135.58;9.34
2009;Hallwilerseelauf;Male;71;M70;8135;135.58;9.34
2015;Hallwilerseelauf;Male;77;M75;8135;135.58;9.34
2019;Hallwilerseelauf;Male;37;M35;8136;135.6;9.34
2008;Hallwilerseelauf;Male;42;M40;8136;135.6;9.34
2010;Hallwilerseelauf;Male;61;M60;8136;135.6;9.34
2003;Hallwilerseelauf;Male;50;M50;8136;135.6;9.34
1999;Hallwilerseelauf;Male;39;M35;8137;135.62;9.34
2008;Hallwilerseelauf;Male;41;M40;8137;135.62;9.34
2017;Hallwilerseelauf;Male;61;M60;8137;135.62;9.34
2003;Hallwilerseelauf;Male;34;M30;8138;135.63;9.33
2012;Hallwilerseelauf;Male;54;M50;8138;135.63;9.33
2016;Hallwilerseelauf;Male;36;M35;8138;135.63;9.33
2008;Hallwilerseelauf;Male;31;M30;8139;135.65;9.33
2010;Hallwilerseelauf;Male;53;M50;8139;135.65;9.33
2006;Hallwilerseelauf;Male;50;M50;8139;135.65;9.33
2009;Hallwilerseelauf;Male;45;M45;8139;135.65;9.33
2011;Hallwilerseelauf;Male;62;M60;8140;135.67;9.33
2019;Hallwilerseelauf;Male;52;M50;8140;135.67;9.33
2015;Hallwilerseelauf;Male;41;M40;8140;135.67;9.33
2019;Hallwilerseelauf;Male;31;M30;8140;135.67;9.33
2019;Hallwilerseelauf;Male;33;M30;8141;135.68;9.33
2017;Hallwilerseelauf;Male;26;M25;8141;135.68;9.33
2017;Hallwilerseelauf;Male;28;M25;8141;135.68;9.33
2018;Hallwilerseelauf;Male;51;M50;8141;135.68;9.33
2016;Hallwilerseelauf;Male;52;M50;8141;135.68;9.33
2005;Hallwilerseelauf;Male;18;M18;8141;135.68;9.33
2014;Hallwilerseelauf;Male;51;M50;8141;135.68;9.33
2011;Hallwilerseelauf;Male;43;M40;8142;135.7;9.33
2014;Hallwilerseelauf;Male;69;M65;8142;135.7;9.33
2018;Hallwilerseelauf;Male;45;M45;8142;135.7;9.33
2008;Hallwilerseelauf;Male;66;M65;8143;135.72;9.33
2015;Hallwilerseelauf;Male;35;M35;8143;135.72;9.33
2016;Hallwilerseelauf;Male;49;M45;8143;135.72;9.33
2014;Hallwilerseelauf;Male;63;M60;8144;135.73;9.33
2015;Hallwilerseelauf;Male;59;M55;8144;135.73;9.33
2006;Hallwilerseelauf;Male;33;M30;8144;135.73;9.33
2018;Hallwilerseelauf;Male;48;M45;8145;135.75;9.33
2019;Hallwilerseelauf;Male;50;M50;8145;135.75;9.33
2018;Hallwilerseelauf;Male;41;M40;8145;135.75;9.33
2006;Hallwilerseelauf;Male;42;M40;8145;135.75;9.33
2015;Hallwilerseelauf;Male;56;M55;8145;135.75;9.33
2009;Hallwilerseelauf;Male;54;M50;8147;135.78;9.32
2005;Hallwilerseelauf;Male;56;M55;8147;135.78;9.32
2017;Hallwilerseelauf;Male;26;M25;8147;135.78;9.32
2017;Hallwilerseelauf;Male;54;M50;8147;135.78;9.32
2003;Hallwilerseelauf;Male;40;M40;8148;135.8;9.32
2016;Hallwilerseelauf;Male;69;M65;8148;135.8;9.32
2001;Hallwilerseelauf;Male;27;M25;8148;135.8;9.32
2008;Hallwilerseelauf;Male;47;M45;8148;135.8;9.32
2017;Hallwilerseelauf;Male;39;M35;8148;135.8;9.32
2019;Hallwilerseelauf;Male;32;M30;8148;135.8;9.32
2002;Hallwilerseelauf;Male;37;M35;8150;135.83;9.32
2017;Hallwilerseelauf;Male;44;M40;8150;135.83;9.32
2010;Hallwilerseelauf;Male;46;M45;8150;135.83;9.32
2017;Hallwilerseelauf;Male;54;M50;8152;135.87;9.32
2011;Hallwilerseelauf;Male;55;M55;8152;135.87;9.32
2006;Hallwilerseelauf;Male;33;M30;8152;135.87;9.32
2004;Hallwilerseelauf;Male;36;M35;8152;135.87;9.32
2017;Hallwilerseelauf;Male;50;M50;8152;135.87;9.32
2003;Hallwilerseelauf;Male;55;M55;8153;135.88;9.32
2015;Hallwilerseelauf;Male;48;M45;8153;135.88;9.32
2008;Hallwilerseelauf;Male;52;M50;8154;135.9;9.32
2019;Hallwilerseelauf;Male;54;M50;8154;135.9;9.32
2015;Hallwilerseelauf;Male;35;M35;8154;135.9;9.32
2012;Hallwilerseelauf;Male;38;M35;8154;135.9;9.32
2018;Hallwilerseelauf;Male;60;M60;8154;135.9;9.31
2012;Hallwilerseelauf;Male;50;M50;8154;135.9;9.31
2002;Hallwilerseelauf;Male;26;M25;8154;135.9;9.31
2015;Hallwilerseelauf;Male;36;M35;8154;135.9;9.31
2013;Hallwilerseelauf;Male;53;M50;8154;135.9;9.31
2003;Hallwilerseelauf;Male;33;M30;8155;135.92;9.31
2018;Hallwilerseelauf;Male;40;M40;8155;135.92;9.31
2000;Hallwilerseelauf;Male;69;M65;8156;135.93;9.31
2010;Hallwilerseelauf;Male;31;M30;8156;135.93;9.31
2010;Hallwilerseelauf;Male;37;M35;8156;135.93;9.31
2008;Hallwilerseelauf;Male;38;M35;8157;135.95;9.31
2016;Hallwilerseelauf;Male;50;M50;8157;135.95;9.31
2018;Hallwilerseelauf;Male;36;M35;8157;135.95;9.31
2009;Hallwilerseelauf;Male;39;M35;8157;135.95;9.31
2005;Hallwilerseelauf;Male;52;M50;8157;135.95;9.31
2017;Hallwilerseelauf;Male;52;M50;8158;135.97;9.31
2011;Hallwilerseelauf;Male;43;M40;8159;135.98;9.31
2015;Hallwilerseelauf;Male;53;M50;8159;135.98;9.31
2019;Hallwilerseelauf;Male;63;M60;8159;135.98;9.31
2012;Hallwilerseelauf;Male;34;M30;8159;135.98;9.31
2001;Hallwilerseelauf;Male;67;M65;8160;136;9.31
2007;Hallwilerseelauf;Male;58;M55;8160;136;9.31
2012;Hallwilerseelauf;Male;34;M30;8160;136;9.31
2015;Hallwilerseelauf;Male;45;M45;8160;136;9.31
2001;Hallwilerseelauf;Male;46;M45;8160;136;9.31
2012;Hallwilerseelauf;Male;50;M50;8161;136.02;9.31
2003;Hallwilerseelauf;Male;59;M55;8161;136.02;9.31
2011;Hallwilerseelauf;Male;42;M40;8161;136.02;9.31
2016;Hallwilerseelauf;Male;32;M30;8162;136.03;9.31
2003;Hallwilerseelauf;Male;52;M50;8162;136.03;9.31
2018;Hallwilerseelauf;Male;53;M50;8162;136.03;9.31
2013;Hallwilerseelauf;Male;50;M50;8162;136.03;9.31
2019;Hallwilerseelauf;Male;36;M35;8163;136.05;9.31
2015;Hallwilerseelauf;Male;41;M40;8163;136.05;9.31
2015;Hallwilerseelauf;Male;65;M65;8163;136.05;9.3
2012;Hallwilerseelauf;Male;64;M60;8163;136.05;9.3
2019;Hallwilerseelauf;Male;33;M30;8164;136.07;9.3
2019;Hallwilerseelauf;Male;49;M45;8164;136.07;9.3
2019;Hallwilerseelauf;Male;27;M25;8165;136.08;9.3
2007;Hallwilerseelauf;Male;51;M50;8165;136.08;9.3
2014;Hallwilerseelauf;Male;64;M60;8165;136.08;9.3
2017;Hallwilerseelauf;Male;48;M45;8165;136.08;9.3
2018;Hallwilerseelauf;Male;54;M50;8165;136.08;9.3
2006;Hallwilerseelauf;Male;46;M45;8166;136.1;9.3
2015;Hallwilerseelauf;Male;55;M55;8166;136.1;9.3
2015;Hallwilerseelauf;Male;47;M45;8166;136.1;9.3
2002;Hallwilerseelauf;Male;71;M70;8166;136.1;9.3
2012;Hallwilerseelauf;Male;60;M60;8167;136.12;9.3
2005;Hallwilerseelauf;Male;22;M20;8167;136.12;9.3
2000;Hallwilerseelauf;Male;27;M25;8167;136.12;9.3
2003;Hallwilerseelauf;Male;35;M35;8168;136.13;9.3
2012;Hallwilerseelauf;Male;46;M45;8168;136.13;9.3
2016;Hallwilerseelauf;Male;44;M40;8168;136.13;9.3
2005;Hallwilerseelauf;Male;54;M50;8168;136.13;9.3
2005;Hallwilerseelauf;Male;28;M25;8169;136.15;9.3
2007;Hallwilerseelauf;Male;36;M35;8169;136.15;9.3
2000;Hallwilerseelauf;Male;58;M55;8169;136.15;9.3
2008;Hallwilerseelauf;Male;26;M25;8170;136.17;9.3
2012;Hallwilerseelauf;Male;35;M35;8170;136.17;9.3
2018;Hallwilerseelauf;Male;21;M20;8170;136.17;9.3
2017;Hallwilerseelauf;Male;51;M50;8170;136.17;9.3
2019;Hallwilerseelauf;Male;38;M35;8171;136.18;9.3
1999;Hallwilerseelauf;Male;39;M35;8171;136.18;9.3
2018;Hallwilerseelauf;Male;23;M20;8172;136.2;9.29
2019;Hallwilerseelauf;Male;56;M55;8173;136.22;9.29
2001;Hallwilerseelauf;Male;39;M35;8173;136.22;9.29
2015;Hallwilerseelauf;Male;37;M35;8173;136.22;9.29
2007;Hallwilerseelauf;Male;31;M30;8174;136.23;9.29
2001;Hallwilerseelauf;Male;27;M25;8174;136.23;9.29
2016;Hallwilerseelauf;Male;50;M50;8175;136.25;9.29
2003;Hallwilerseelauf;Male;38;M35;8175;136.25;9.29
2016;Hallwilerseelauf;Male;41;M40;8175;136.25;9.29
2001;Hallwilerseelauf;Male;41;M40;8175;136.25;9.29
2017;Hallwilerseelauf;Male;66;M65;8177;136.28;9.29
2005;Hallwilerseelauf;Male;35;M35;8177;136.28;9.29
2007;Hallwilerseelauf;Male;62;M60;8177;136.28;9.29
2019;Hallwilerseelauf;Male;49;M45;8178;136.3;9.29
2018;Hallwilerseelauf;Male;43;M40;8178;136.3;9.29
2002;Hallwilerseelauf;Male;77;M75;8178;136.3;9.29
2015;Hallwilerseelauf;Male;51;M50;8179;136.32;9.29
2017;Hallwilerseelauf;Male;49;M45;8179;136.32;9.29
2010;Hallwilerseelauf;Male;24;M20;8179;136.32;9.29
2013;Hallwilerseelauf;Male;57;M55;8179;136.32;9.29
2006;Hallwilerseelauf;Male;55;M55;8180;136.33;9.29
2018;Hallwilerseelauf;Male;31;M30;8180;136.33;9.29
2018;Hallwilerseelauf;Male;24;M20;8180;136.33;9.29
2019;Hallwilerseelauf;Male;29;M25;8181;136.35;9.28
2003;Hallwilerseelauf;Male;29;M25;8181;136.35;9.28
2013;Hallwilerseelauf;Male;36;M35;8181;136.35;9.28
2006;Hallwilerseelauf;Male;56;M55;8181;136.35;9.28
2009;Hallwilerseelauf;Male;74;M70;8181;136.35;9.28
2016;Hallwilerseelauf;Male;71;M70;8181;136.35;9.28
2000;Hallwilerseelauf;Male;25;M25;8182;136.37;9.28
2017;Hallwilerseelauf;Male;53;M50;8182;136.37;9.28
2017;Hallwilerseelauf;Male;51;M50;8182;136.37;9.28
2006;Hallwilerseelauf;Male;54;M50;8183;136.38;9.28
2017;Hallwilerseelauf;Male;47;M45;8184;136.4;9.28
2015;Hallwilerseelauf;Male;53;M50;8184;136.4;9.28
2011;Hallwilerseelauf;Male;34;M30;8185;136.42;9.28
2011;Hallwilerseelauf;Male;39;M35;8185;136.42;9.28
2010;Hallwilerseelauf;Male;47;M45;8186;136.43;9.28
2013;Hallwilerseelauf;Male;48;M45;8186;136.43;9.28
1999;Hallwilerseelauf;Male;54;M50;8186;136.43;9.28
2002;Hallwilerseelauf;Male;58;M55;8187;136.45;9.28
2010;Hallwilerseelauf;Male;36;M35;8187;136.45;9.28
2010;Hallwilerseelauf;Male;43;M40;8187;136.45;9.28
2017;Hallwilerseelauf;Male;46;M45;8188;136.47;9.28
1999;Hallwilerseelauf;Male;37;M35;8188;136.47;9.28
2007;Hallwilerseelauf;Male;46;M45;8188;136.47;9.28
2014;Hallwilerseelauf;Male;50;M50;8188;136.47;9.28
2014;Hallwilerseelauf;Male;51;M50;8189;136.48;9.28
2017;Hallwilerseelauf;Male;29;M25;8189;136.48;9.28
2007;Hallwilerseelauf;Male;54;M50;8189;136.48;9.27
2001;Hallwilerseelauf;Male;70;M70;8190;136.5;9.27
2018;Hallwilerseelauf;Male;28;M25;8191;136.52;9.27
2018;Hallwilerseelauf;Male;41;M40;8191;136.52;9.27
2006;Hallwilerseelauf;Male;34;M30;8191;136.52;9.27
2014;Hallwilerseelauf;Male;62;M60;8191;136.52;9.27
2018;Hallwilerseelauf;Male;25;M25;8192;136.53;9.27
2015;Hallwilerseelauf;Male;68;M65;8192;136.53;9.27
2011;Hallwilerseelauf;Male;68;M65;8192;136.53;9.27
2003;Hallwilerseelauf;Male;34;M30;8192;136.53;9.27
2016;Hallwilerseelauf;Male;61;M60;8192;136.53;9.27
1999;Hallwilerseelauf;Male;32;M30;8193;136.55;9.27
2006;Hallwilerseelauf;Male;44;M40;8193;136.55;9.27
2007;Hallwilerseelauf;Male;43;M40;8194;136.57;9.27
2006;Hallwilerseelauf;Male;50;M50;8194;136.57;9.27
2011;Hallwilerseelauf;Male;37;M35;8194;136.57;9.27
2005;Hallwilerseelauf;Male;49;M45;8195;136.58;9.27
2014;Hallwilerseelauf;Male;64;M60;8195;136.58;9.27
2005;Hallwilerseelauf;Male;54;M50;8196;136.6;9.27
2009;Hallwilerseelauf;Male;71;M70;8196;136.6;9.27
2017;Hallwilerseelauf;Male;55;M55;8196;136.6;9.27
2019;Hallwilerseelauf;Male;29;M25;8196;136.6;9.27
2004;Hallwilerseelauf;Male;35;M35;8197;136.62;9.27
2014;Hallwilerseelauf;Male;58;M55;8197;136.62;9.27
2014;Hallwilerseelauf;Male;34;M30;8197;136.62;9.27
2019;Hallwilerseelauf;Male;73;M70;8197;136.62;9.27
2015;Hallwilerseelauf;Male;38;M35;8198;136.63;9.27
2012;Hallwilerseelauf;Male;53;M50;8198;136.63;9.27
2015;Hallwilerseelauf;Male;53;M50;8198;136.63;9.27
2014;Hallwilerseelauf;Male;53;M50;8198;136.63;9.26
2008;Hallwilerseelauf;Male;55;M55;8199;136.65;9.26
2006;Hallwilerseelauf;Male;42;M40;8199;136.65;9.26
2003;Hallwilerseelauf;Male;35;M35;8199;136.65;9.26
2014;Hallwilerseelauf;Male;39;M35;8200;136.67;9.26
2014;Hallwilerseelauf;Male;37;M35;8201;136.68;9.26
2003;Hallwilerseelauf;Male;35;M35;8201;136.68;9.26
2014;Hallwilerseelauf;Male;27;M25;8201;136.68;9.26
2010;Hallwilerseelauf;Male;57;M55;8201;136.68;9.26
2018;Hallwilerseelauf;Male;54;M50;8202;136.7;9.26
2015;Hallwilerseelauf;Male;36;M35;8202;136.7;9.26
2019;Hallwilerseelauf;Male;43;M40;8202;136.7;9.26
2019;Hallwilerseelauf;Male;39;M35;8202;136.7;9.26
2019;Hallwilerseelauf;Male;56;M55;8203;136.72;9.26
2006;Hallwilerseelauf;Male;43;M40;8204;136.73;9.26
1999;Hallwilerseelauf;Male;46;M45;8205;136.75;9.26
2019;Hallwilerseelauf;Male;64;M60;8205;136.75;9.26
2017;Hallwilerseelauf;Male;37;M35;8205;136.75;9.26
2018;Hallwilerseelauf;Male;67;M65;8205;136.75;9.26
2012;Hallwilerseelauf;Male;48;M45;8206;136.77;9.26
2019;Hallwilerseelauf;Male;54;M50;8207;136.78;9.25
2018;Hallwilerseelauf;Male;32;M30;8207;136.78;9.25
2015;Hallwilerseelauf;Male;41;M40;8208;136.8;9.25
2010;Hallwilerseelauf;Male;51;M50;8208;136.8;9.25
2008;Hallwilerseelauf;Male;56;M55;8208;136.8;9.25
2018;Hallwilerseelauf;Male;51;M50;8208;136.8;9.25
2017;Hallwilerseelauf;Male;35;M35;8209;136.82;9.25
2019;Hallwilerseelauf;Male;50;M50;8209;136.82;9.25
2011;Hallwilerseelauf;Male;24;M20;8209;136.82;9.25
2016;Hallwilerseelauf;Male;58;M55;8209;136.82;9.25
2005;Hallwilerseelauf;Male;56;M55;8211;136.85;9.25
2018;Hallwilerseelauf;Male;34;M30;8212;136.87;9.25
2009;Hallwilerseelauf;Male;43;M40;8213;136.88;9.25
2009;Hallwilerseelauf;Male;55;M55;8213;136.88;9.25
2019;Hallwilerseelauf;Male;44;M40;8213;136.88;9.25
2008;Hallwilerseelauf;Male;49;M45;8214;136.9;9.25
2013;Hallwilerseelauf;Male;39;M35;8214;136.9;9.25
2001;Hallwilerseelauf;Male;46;M45;8214;136.9;9.25
2014;Hallwilerseelauf;Male;40;M40;8214;136.9;9.25
2019;Hallwilerseelauf;Male;45;M45;8214;136.9;9.25
2017;Hallwilerseelauf;Male;66;M65;8215;136.92;9.25
2007;Hallwilerseelauf;Male;56;M55;8215;136.92;9.25
1999;Hallwilerseelauf;Male;40;M40;8216;136.93;9.25
2004;Hallwilerseelauf;Male;26;M25;8216;136.93;9.24
2017;Hallwilerseelauf;Male;31;M30;8216;136.93;9.24
2014;Hallwilerseelauf;Male;44;M40;8216;136.93;9.24
2012;Hallwilerseelauf;Male;47;M45;8216;136.93;9.24
2002;Hallwilerseelauf;Male;31;M30;8218;136.97;9.24
2014;Hallwilerseelauf;Male;39;M35;8219;136.98;9.24
2018;Hallwilerseelauf;Male;42;M40;8219;136.98;9.24
2011;Hallwilerseelauf;Male;24;M20;8219;136.98;9.24
2009;Hallwilerseelauf;Male;48;M45;8219;136.98;9.24
2007;Hallwilerseelauf;Male;58;M55;8219;136.98;9.24
2009;Hallwilerseelauf;Male;46;M45;8219;136.98;9.24
2006;Hallwilerseelauf;Male;45;M45;8220;137;9.24
2019;Hallwilerseelauf;Male;32;M30;8221;137.02;9.24
2010;Hallwilerseelauf;Male;49;M45;8221;137.02;9.24
2014;Hallwilerseelauf;Male;52;M50;8221;137.02;9.24
2008;Hallwilerseelauf;Male;56;M55;8222;137.03;9.24
2018;Hallwilerseelauf;Male;48;M45;8222;137.03;9.24
2009;Hallwilerseelauf;Male;57;M55;8222;137.03;9.24
2019;Hallwilerseelauf;Male;38;M35;8222;137.03;9.24
2016;Hallwilerseelauf;Male;33;M30;8222;137.03;9.24
2019;Hallwilerseelauf;Male;37;M35;8222;137.03;9.24
2004;Hallwilerseelauf;Male;49;M45;8223;137.05;9.24
2016;Hallwilerseelauf;Male;42;M40;8223;137.05;9.24
2014;Hallwilerseelauf;Male;53;M50;8223;137.05;9.24
2019;Hallwilerseelauf;Male;54;M50;8223;137.05;9.24
2014;Hallwilerseelauf;Male;55;M55;8223;137.05;9.24
2007;Hallwilerseelauf;Male;35;M35;8224;137.07;9.24
2016;Hallwilerseelauf;Male;48;M45;8224;137.07;9.24
2008;Hallwilerseelauf;Male;47;M45;8226;137.1;9.23
2009;Hallwilerseelauf;Male;53;M50;8226;137.1;9.23
2019;Hallwilerseelauf;Male;24;M20;8226;137.1;9.23
2015;Hallwilerseelauf;Male;65;M65;8226;137.1;9.23
2010;Hallwilerseelauf;Male;58;M55;8226;137.1;9.23
2013;Hallwilerseelauf;Male;61;M60;8227;137.12;9.23
2007;Hallwilerseelauf;Male;59;M55;8227;137.12;9.23
2018;Hallwilerseelauf;Male;25;M25;8228;137.13;9.23
2011;Hallwilerseelauf;Male;46;M45;8229;137.15;9.23
2016;Hallwilerseelauf;Male;19;M18;8229;137.15;9.23
2011;Hallwilerseelauf;Male;46;M45;8229;137.15;9.23
2009;Hallwilerseelauf;Male;56;M55;8230;137.17;9.23
2013;Hallwilerseelauf;Male;44;M40;8230;137.17;9.23
1999;Hallwilerseelauf;Male;55;M55;8230;137.17;9.23
2008;Hallwilerseelauf;Male;19;M18;8231;137.18;9.23
2018;Hallwilerseelauf;Male;47;M45;8231;137.18;9.23
2012;Hallwilerseelauf;Male;39;M35;8231;137.18;9.23
2011;Hallwilerseelauf;Male;47;M45;8232;137.2;9.23
2018;Hallwilerseelauf;Male;35;M35;8232;137.2;9.23
2019;Hallwilerseelauf;Male;47;M45;8232;137.2;9.23
2010;Hallwilerseelauf;Male;28;M25;8233;137.22;9.23
2017;Hallwilerseelauf;Male;37;M35;8233;137.22;9.23
2010;Hallwilerseelauf;Male;44;M40;8233;137.22;9.23
2018;Hallwilerseelauf;Male;65;M65;8234;137.23;9.22
2016;Hallwilerseelauf;Male;51;M50;8236;137.27;9.22
2008;Hallwilerseelauf;Male;42;M40;8236;137.27;9.22
2016;Hallwilerseelauf;Male;57;M55;8236;137.27;9.22
2018;Hallwilerseelauf;Male;19;M18;8236;137.27;9.22
2000;Hallwilerseelauf;Male;38;M35;8237;137.28;9.22
2003;Hallwilerseelauf;Male;44;M40;8237;137.28;9.22
2010;Hallwilerseelauf;Male;48;M45;8238;137.3;9.22
2019;Hallwilerseelauf;Male;62;M60;8238;137.3;9.22
2018;Hallwilerseelauf;Male;30;M30;8239;137.32;9.22
2015;Hallwilerseelauf;Male;45;M45;8239;137.32;9.22
2013;Hallwilerseelauf;Male;43;M40;8239;137.32;9.22
2019;Hallwilerseelauf;Male;46;M45;8239;137.32;9.22
2017;Hallwilerseelauf;Male;32;M30;8240;137.33;9.22
2017;Hallwilerseelauf;Male;66;M65;8240;137.33;9.22
2018;Hallwilerseelauf;Male;37;M35;8241;137.35;9.22
2009;Hallwilerseelauf;Male;50;M50;8241;137.35;9.22
